Mv,s,c,T,f,Ssw,s_real,s_imag,HQR_real,HQR_imag,WYR_real,WYR_imag,MAB_real,MAB_imag,angle,rms,cl,HH1,HH2,HH3,VV1,VV2,VV3,HV1,HV2,HV3,VH1,VH2,VH3
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,2.1,1.5,-17.1049000535587,-22.4825528920863,-18.3120170124563,-10.9587917454286,-15.4638337170144,-12.0707158689184,-111.672586310053,-116.455864506495,-112.815788375954,-111.672586573917,-116.45586480447,-112.815788643601
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,2.1,2,-14.2555949257727,-20.5658211270566,-15.7267056655275,-9.54705452554743,-13.9896165555969,-10.5497039273088,-109.759424458852,-114.842803898783,-110.93140156671,-109.75942466425,-114.842804179674,-110.931401791489
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,2.1,2.5,-11.8349133227972,-19.2314067028697,-13.2839318576301,-8.70661247321866,-13.2075975036887,-9.5373125410349,-108.303956514674,-113.880578523073,-109.383420323773,-108.303956652827,-113.880578782195,-109.38342048857
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,2.1,3,-10.3274721204162,-17.3607033773112,-11.6421658168062,-8.22073465468993,-12.5951430158189,-8.86239346657611,-107.383674865965,-112.828182431119,-108.314805951344,-107.383674959392,-112.82818263901,-108.314806074337
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,2.1,3.5,-9.44342455745231,-15.9587963252639,-10.5369379973229,-8.00314476237997,-12.1150711590777,-8.43679597260636,-106.866804956105,-111.999070604199,-107.596829927336,-106.866805019971,-111.999070773246,-107.596830020472
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,2.1,4,-9.00321618188716,-14.9541024251368,-9.81772338161161,-8.00995684869189,-11.7401191183417,-8.20827294113899,-106.665815421171,-111.372332067898,-107.149101881146,-106.665815465076,-111.372332209869,-107.149101952531
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,2.1,4.5,-8.89936840403331,-14.2124067824965,-9.39061200036996,-8.21084280902478,-11.4492851886135,-8.14248758775934,-106.72181277487,-110.894475992766,-106.917542124395,-106.721812805105,-110.89447611512,-106.917542179675
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,2.1,5,-9.06298282851805,-13.6547078048793,-9.19304994458727,-8.58267571024779,-11.2261447818468,-8.2150787000953,-106.993179874303,-110.528881762997,-106.863780091371,-106.993179895156,-110.528881870684,-106.863780134561
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,2.6,1,-20.6320179661956,-29.5912827013802,-22.5654833367585,-16.8695070723672,-22.5764895934061,-18.1841097547344,-116.721453011922,-123.567183043664,-118.274292344832,-116.721453177741,-123.567183341643,-118.274292536884
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,2.6,1.5,-16.6822034240516,-26.2502483899377,-18.3267268926324,-13.7822962506917,-20.0009139537723,-15.1005231098317,-113.284599358186,-120.748235303247,-114.737513101724,-113.284599486784,-120.748235571508,-114.737513244483
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,2.6,2,-13.9339945878693,-23.9388131581936,-15.4659192403338,-11.8006242669617,-18.2539699288874,-13.0490358992891,-110.9747687393,-118.812320973078,-112.346483085155,-110.974768834301,-118.812321218831,-112.346483192632
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,2.6,2.5,-11.9752695192145,-21.0040497481225,-13.409799094212,-10.4354382546142,-16.9212275195095,-11.5793127079588,-109.344058935126,-116.897770973316,-110.619211454917,-109.344059003855,-116.897771152772,-110.619211536536
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,2.6,3,-10.5803655155027,-18.9605918587133,-11.8901845655877,-9.47593179723665,-15.8622165070751,-10.4928325137599,-108.183385080242,-115.446785139888,-109.336219270121,-108.183385129596,-115.446785277116,-109.336219332519
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,2.6,3.5,-9.60440169263465,-17.4483472695039,-10.7579244807551,-8.81561029655837,-15.0017133381715,-9.68446891789635,-107.373832332112,-114.311957544136,-108.377401938428,-107.373832367378,-114.311957652924,-108.3774019864
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,2.6,4,-8.95306289000328,-16.2857091917937,-9.92067056396679,-8.39249081541196,-14.2930037475931,-9.09156195960539,-106.841033328252,-113.40511545082,-107.669004110712,-106.841033353317,-113.405115539618,-107.669004147779
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,2.6,4.5,-8.5630212298525,-15.3684950066069,-9.31692880658415,-8.16644717747932,-13.7042138753123,-8.6734272332246,-106.535251017029,-112.669328113397,-107.161997378163,-106.535251034757,-112.669328187656,-107.161997406936
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,2.6,5,-8.38932650051127,-14.6315990046112,-8.90354837815368,-8.10968423330469,-13.2122406242569,-8.40185160439675,-106.421162935667,-112.065730550017,-106.821856833319,-106.421162948161,-112.065730613398,-106.82185685575
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,3.1,1,-20.102696872545,-31.9286478893163,-21.7678056178676,-19.1386851678203,-27.6094267986482,-20.6532082207139,-117.780081221895,-127.676136504835,-119.365399447322,-117.780081265001,-127.676136694285,-119.365399497145
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,3.1,1.5,-16.6215563310848,-27.4521565083551,-18.2092173600086,-15.816081540583,-24.4216632524048,-17.2988008238162,-114.382241435975,-123.978207930655,-115.914843147553,-114.382241472003,-123.978208064946,-115.914843188267
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,3.1,2,-14.226589868744,-24.4343539142156,-15.7442855104157,-13.5799298669267,-22.1956912751171,-15.0055527059929,-112.06999823972,-121.415875990338,-113.539823343157,-112.069998268652,-121.415876089993,-113.539823376203
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,3.1,2.5,-12.4683400949511,-22.2131568768606,-13.9066325926134,-11.9621393412076,-20.5000838033069,-13.3108041570201,-110.384306847091,-119.487222942575,-111.776364970321,-110.384306869743,-119.487223019007,-111.77636499698
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,3.1,3,-11.1435184221752,-20.4923326324991,-12.4865131848327,-10.754300457016,-19.1448735856677,-12.0082760551693,-109.119483222621,-117.965261375128,-110.416857674597,-109.119483240039,-117.965261435321,-110.416857695998
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,3.1,3.5,-10.1404205005337,-19.1135664179775,-11.3702277288289,-9.84555173697494,-18.0290956112115,-10.9877903924707,-108.164488361225,-116.727175140796,-109.349658095499,-108.164488374422,-116.727175189276,-109.349658112614
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,3.1,4,-9.39028351951383,-17.9824218261401,-10.488429991034,-9.16972746185654,-17.0921832360436,-10.1834176906248,-107.452058770561,-115.698658596682,-108.50733853501,-107.452058780432,-115.698658636496,-108.507338548661
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,3.1,4.5,-8.84724300362956,-17.0381563588186,-9.79525054517628,-8.68402948498476,-16.2945690663494,-9.55242940393327,-106.938006148661,-114.831163252997,-107.845744811859,-106.938006155966,-114.831163286261,-107.845744822727
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,3.1,5,-8.47878152058263,-16.2394627002897,-9.25851171811146,-8.35906456130626,-15.6087299093062,-9.06541618233508,-106.591470039488,-114.091126997577,-107.334180649912,-106.591470044846,-114.091127025797,-107.334180658555
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,3.6,1,-20.8557989874075,-32.0589650292104,-22.48418586397,-20.6733446957885,-31.181788321849,-22.2777496285855,-118.936845529385,-129.782064424678,-120.553107264258,-118.936845537552,-129.782064463908,-120.553107273498
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,3.6,1.5,-17.4325270410922,-28.4390680353269,-19.0248426220567,-17.2709861254156,-27.7374485412046,-18.8433078667085,-115.524133767144,-126.253930739956,-117.106353747192,-115.524133774374,-126.253930771345,-117.106353755318
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,3.6,2,-15.0759600439308,-25.8868815082993,-16.6209450169982,-14.9376157920803,-25.3189053154759,-16.4639144715423,-113.179265178377,-123.771005766655,-114.714827599449,-113.179265184569,-123.771005792069,-114.714827606478
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,3.6,2.5,-13.3252556674356,-23.9305300212247,-14.8105498008278,-13.2098319019705,-23.4658529129302,-14.6765790353539,-111.440104724021,-121.867838009638,-112.916058812167,-111.440104729187,-121.867838030432,-112.916058818163
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,3.6,3,-11.9751679738241,-22.3576360492407,-13.3878334321304,-11.8809324921209,-21.9735305553619,-13.274833879053,-110.100675082321,-120.336213514094,-111.503902561337,-110.100675086539,-120.336213531284,-111.503902566395
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,3.6,3.5,-10.9159689986621,-21.0535192446556,-12.242779811437,-10.8404583694877,-20.7327720050896,-12.148360481193,-109.050884261312,-119.064418228683,-110.36819449657,-109.050884264692,-119.064418243038,-110.368194500796
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,3.6,4,-10.0818388180532,-19.948853852645,-11.309438531222,-10.0223078829338,-19.6783405314031,-11.2311517272814,-108.224774973541,-117.985297056684,-109.442959563657,-108.224774976206,-117.985297068792,-109.442959567162
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,3.6,4.5,-9.42997091892066,-18.9983651790214,-10.5449852386904,-9.38369379565518,-18.7680152060472,-10.4804853247397,-107.579554156205,-117.055179444095,-108.685428037871,-107.579554158276,-117.055179454405,-108.685428040758
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,3.6,5,-8.93079498639779,-18.1707675121839,-9.91991387481734,-8.89525687219413,-17.9728006633356,-9.86704877233326,-107.085760369171,-116.243972875839,-108.066193725461,-107.085760370762,-116.2439728847,-108.066193727828
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,4.1,1,-21.8913980387327,-33.887981780469,NaN,-21.8649896637199,-33.7585562554766,NaN,-120.050936421478,-131.995780630811,NaN,-120.05093642266,-131.995780636605,NaN
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,4.1,1.5,-18.4540596376114,-30.3723001768954,NaN,-18.4297708977172,-30.2592887466957,NaN,-116.614659383947,-128.488363324096,NaN,-116.614659385035,-128.488363329154,NaN
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,4.1,2,-16.0737698144661,-27.8880045853484,NaN,-16.0520294788186,-27.7898254702862,NaN,-114.235645450551,-126.011528955321,NaN,-114.235645451524,-126.011528959715,NaN
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,4.1,2.5,-14.2881244273254,-25.9726424162316,-15.8280717251997,-14.2691226629956,-25.8875152104284,-15.8063948701501,-112.451370954327,-124.102727160872,-113.989979141231,-112.451370955178,-124.102727164682,-113.989979142201
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,4.1,3,-12.8911309065695,-24.4200487985665,-14.3740247425274,-12.8748698344763,-24.3462112484399,-14.3549670036287,-111.055749170147,-122.555804190263,-112.537243251589,-111.055749170875,-122.555804193568,-112.537243252442
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,4.1,3.5,-11.7728450908016,-23.120056762881,-13.1883322464754,-11.7591897108269,-23.0558853931393,-13.1717726259185,-109.938767321984,-121.260664436985,-111.35280109484,-109.938767322596,-121.260664439858,-111.352801095581
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,4.1,4,-10.8675565794047,-22.0067344334629,-12.2052863974317,-10.856281433336,-21.9507935065834,-12.1910421328523,-109.034669781308,-120.15147155147,-110.370913949924,-109.034669781813,-120.151471553974,-110.370913950562
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,4.1,4.5,-10.1327844857896,-21.0374082481718,-11.3824225083297,-10.1236143038856,-20.9884583002072,-11.3702763287239,-108.300950788979,-119.185651405369,-109.549099899939,-108.30095078939,-119.18565140756,-109.549099900483
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,4.1,5,-9.53942157556148,-20.1828178060497,-10.6906619881353,-9.53206366397712,-20.139804113561,-10.6803827691287,-107.708494444883,-118.334036945072,-108.858273462419,-107.708494445213,-118.334036946997,-108.858273462879
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,4.6,1,-22.8877218839901,-35.8871726441864,NaN,-22.8847519237917,-35.8728696680772,NaN,-121.058989381048,-134.052770816775,NaN,-121.05898938118,-134.052770817416,NaN
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,4.6,1.5,-19.4331844547245,-32.375461885561,NaN,-19.4303879982769,-32.3622354945064,NaN,-117.604538718055,-130.54159877709,NaN,-117.60453871818,-130.541598777682,NaN
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,4.6,2,-17.0285808250433,-29.8910839100389,NaN,-17.0260043311561,-29.8789871801408,NaN,-115.200045086662,-128.057786043725,NaN,-115.200045086777,-128.057786044266,NaN
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,4.6,2.5,-15.2113987201843,-27.9715729020069,NaN,-15.2090722719532,-27.9605905166328,NaN,-113.382988022274,-126.138832577978,NaN,-113.382988022378,-126.13883257847,NaN
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,4.6,3,-13.7755886464553,-26.4109091250894,NaN,-13.7735268269444,-26.4009847782215,NaN,-111.947310279618,-124.578698138573,NaN,-111.94731027971,-124.578698139017,NaN
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,4.6,3.5,-12.6111993865229,-25.099161525405,NaN,-12.6094033310254,-25.0902172056048,NaN,-110.783053916448,-123.26744081848,NaN,-110.783053916529,-123.26744081888,NaN
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,4.6,4,-11.6525588582462,-23.9706742949241,NaN,-11.6510189749781,-23.9626228999587,NaN,-109.824541486587,-122.139400268768,NaN,-109.824541486656,-122.139400269128,NaN
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,4.6,4.5,-10.8572643103113,-22.9830610773419,NaN,-10.8559632296784,-22.9758142562733,NaN,-109.029366349735,-121.152189515231,NaN,-109.029366349793,-121.152189515555,NaN
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,45,4.6,5,-10.1963194552102,-22.1073447189992,-11.4683150241588,-10.195234836665,-22.1008174784526,-11.4668739665998,-108.368529733112,-120.27683308976,-109.640347069594,-108.368529733161,-120.276833090052,-109.640347069659
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,0.1,1,-50.6999134474626,-52.8997896804694,-51.7005786832071,-20.1954750791038,-22.501745312831,-21.2860709667947,-125.24699255955,-127.554721030423,-126.338791103384,-125.24698566708,-127.554714138311,-126.338784211207
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,0.1,1.5,-50.0027423690348,-53.067220914532,-51.1268739321325,-19.8426535682278,-23.0608711224697,-21.073300237345,-124.898821790367,-128.119284457951,-126.130994450445,-124.898814899022,-128.119277567154,-126.130987559471
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,0.1,2,-51.2227186636561,-53.5627878910028,-51.5616490302667,-21.7753007215408,-23.8289140478414,-21.8856992040825,-126.839738340908,-128.891320741091,-126.948966830919,-126.839731463094,-128.891313853945,-126.948959944819
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,0.1,2.5,-53.5093976361012,-54.0950410218758,-52.4784928104776,-25.5148212214749,-24.5618126388472,-23.2597445342909,-130.587358734216,-129.62585601722,-128.325285792416,-130.587351921906,-129.625849135984,-128.325278923103
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,0.1,3,-56.5304942329788,-54.6137318795191,-53.7577680147851,-30.7964477472662,-25.220988330276,-24.987179533785,-135.888690431152,-130.285689166592,-130.055059194141,-135.888683780503,-130.285682290424,-130.055052343188
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,0.1,3.5,-60.1703393862062,-55.1066672001059,-55.2950278564803,-37.3449451320331,-25.8088662577603,-26.9581956410703,-142.485134871758,-130.874024282129,-132.028588269125,-142.485128638283,-130.874017409447,-132.0285814377
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,0.1,4,-64.7830342138293,-55.5665012198463,-57.0260778780007,-44.6237612325386,-26.335140075363,-29.1072633107196,-149.857291558354,-131.400624380572,-134.180335985781,-149.857286318977,-131.400617510355,-134.180329174962
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,0.1,4.5,-71.0121287096252,-55.9929273885318,-58.9090730234294,-51.6878590572353,-26.8095583114511,-31.3921262210064,-157.005073015682,-131.87528161555,-136.468040050828,-157.005069408634,-131.875274747125,-136.468033261614
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,0.1,5,-78.3086109168345,-56.3881464536935,-60.9150235388021,-57.9928326710822,-27.2404222001917,-33.783940596465,-163.332746236395,-132.306324837786,-138.862851843109,-163.332743964878,-132.306317970699,-138.862845076428
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,0.6,1,-22.5251561808319,-24.8300371107029,-23.5889927499461,-7.67641614498428,-9.88710434987672,-8.66457321184344,-111.436617236733,-113.651828749903,-112.439435435097,-111.436610245817,-113.65182176112,-112.439428447044
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,0.6,1.5,-21.9967741431702,-25.1937288577661,-23.185683832567,-6.86793603304608,-9.92220683879002,-7.96824485755545,-110.713859592093,-113.785055747643,-111.834527661048,-110.713852614934,-113.785048774441,-111.834520687477
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,0.6,2,-23.2679246494729,-25.7758936212324,-23.7466780102927,-8.1450551385614,-10.4020592340886,-8.39882358062014,-112.078166539247,-114.331104487294,-112.349118776757,-112.078159874977,-114.331097602082,-112.349111924612
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,0.6,2.5,-24.323719745984,-26.1818252565096,-24.1870333817845,-10.7534422023004,-10.9699302988297,-9.42956948157146,-114.538041992976,-114.918035104213,-113.352318536367,-114.538036645051,-114.918028381624,-113.352312138532
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,0.6,3,-25.9229050995023,-26.4728424193935,-24.9405676008926,-13.7955758026833,-11.5066591041699,-10.768460531864,-117.433809772373,-115.45015238162,-114.664862058272,-117.433805993351,-115.450145825179,-114.664856125955
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,0.6,3.5,-28.0703489841242,-26.7946710397835,-25.9680841522733,-16.7945098690096,-12.003201809384,-12.3106058695573,-120.410864862429,-115.94697736782,-116.19564459941,-120.410862364349,-115.946970927378,-116.195639108115
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,0.6,4,-30.7705606227214,-27.1227545728748,-27.2012789359401,-19.7214647952108,-12.4604072049503,-13.9953253551235,-123.518795278986,-116.406628458543,-117.88478484198,-123.518793538708,-116.406622101499,-117.884779763994
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,0.6,4.5,-33.8175644708433,-27.4457262296967,-28.5937176694154,-22.7054787221941,-12.8817577765725,-15.784904908188,-126.859095256197,-116.83123571304,-119.694834222182,-126.859093943243,-116.831229417585,-119.694829528515
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,0.6,5,-36.9266808616633,-27.7583813029473,-30.1117372281589,-25.7900748958297,-13.271196842859,-17.6546192517499,-130.421387450954,-117.224090418548,-121.600940629006,-130.421386441166,-117.224084169672,-121.600936290718
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,1.1,1,-17.5094801801038,-19.7081092905797,-18.4017640109256,-7.13315199930838,-9.39558083881934,-8.02342851115524,-109.893466998717,-112.128400152854,-110.782251726907,-109.893459916943,-112.128393068603,-110.782244645148
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,1.1,1.5,-16.1363592978948,-19.1082275496141,-17.1186769459792,-5.62351750970392,-8.63772810547214,-6.59420882172364,-108.426427857462,-111.416738600895,-109.398269602084,-108.426420780419,-111.416731521805,-109.398262525309
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,1.1,2,-16.0999453646911,-19.0387878138119,-16.8468489330261,-6.19944486078289,-8.68563630767381,-6.59230515555245,-108.880092184106,-111.449434637017,-109.351418712275,-108.880085632745,-111.44942772316,-109.351411913377
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,1.1,2.5,-14.7687313727913,-19.0233690802635,-16.1043493985355,-7.8041646786508,-9.06346076812597,-7.23349910934712,-109.696557013474,-111.747277533869,-109.663823311545,-109.69655258716,-111.747270943801,-109.663817490478
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,1.1,3,-14.6696861248608,-18.689348001984,-15.7426524796881,-9.54242120417939,-9.43463947492497,-8.11557708440357,-110.852144823716,-111.953718642339,-110.217478079903,-110.852141960531,-111.953712552783,-110.217473207954
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,1.1,3.5,-15.5393550925407,-18.5816635477312,-15.8672053558667,-11.3223823015617,-9.79274692428555,-9.16173474502176,-112.338219614014,-112.200649207485,-111.00571423764,-112.338217695357,-112.200643469546,-111.00571013937
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,1.1,4,-17.0530174218944,-18.6021045534278,-16.3507016140682,-13.2016449191437,-10.1354347553336,-10.3294719506825,-114.136031011361,-112.466590053165,-111.97925428958,-114.13602966413,-112.466584570656,-111.979250822323
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,1.1,4.5,-18.9821175335363,-18.6973593550439,-17.1088347755999,-15.2023632537908,-10.4620395936522,-11.5924531161741,-116.192597115709,-112.739144015743,-113.10449013486,-116.192596156768,-112.739138724107,-113.104487184352
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,1.1,5,-21.2059715039344,-18.8368072844173,-18.0827862449035,-17.30399118789,-10.7727351887004,-12.9327743331454,-118.458804747667,-113.011105152785,-114.356842785062,-118.458804069351,-113.011100007226,-114.356840260178
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,1.6,1,-18.4242973773811,-21.2758456744635,-19.3422939489011,-8.77231625423841,-11.6530618904923,-9.69517902176008,-111.327189165976,-114.198142876457,-112.248405176787,-111.327182063469,-114.19813577298,-112.248398074118
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,1.6,1.5,-16.1268211118384,-19.5430194555396,-17.0740558131627,-6.46145314646699,-9.90539691060759,-7.41262190555091,-109.020580025253,-112.454762106331,-109.970319624429,-109.020572923177,-112.454755003301,-109.970312522215
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,1.6,2,-14.9484692053774,-18.6290315650076,-15.9030892061465,-6.47352896724699,-9.35023573520056,-7.05085459700192,-108.724684820201,-111.81002215994,-109.402888582737,-108.724678485173,-111.810015288659,-109.402881999547
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,1.6,2.5,-12.2244928856974,-18.1295516159089,-13.9394679453064,-7.0449701991957,-9.39583538366968,-7.10977090186042,-108.263747823505,-111.713941507196,-108.878875062216,-108.263743816559,-111.713934992261,-108.878869848765
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,1.6,3,-11.1259983680317,-16.8655529112294,-12.6031199343726,-7.80079739686917,-9.47728615347011,-7.40972551866943,-108.316574754687,-111.414642417694,-108.63404251701,-108.316572193125,-111.414636804611,-108.634038505514
