Mv,s,c,T,f,Ssw,s_real,s_imag,HQR_real,HQR_imag,WYR_real,WYR_imag,MAB_real,MAB_imag,angle,rms,cl,HH1,HH2,HH3,VV1,VV2,VV3,HV1,HV2,HV3,VH1,VH2,VH3
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,1.1,4.5,-25.1207687472064,-24.8299934952086,-22.3576775543939,-20.5742747301924,-10.0550432395211,-14.1358775129835,-124.453207096004,-115.941043623771,-118.785819393051,-124.453205266142,-115.941029406915,-118.785811498084
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,1.1,5,-28.1857271194393,-24.9565112018034,-23.57669698261,-23.3906316300867,-10.449025806548,-16.1001068353498,-127.775570317413,-116.305117602767,-120.623297094676,-127.775569066499,-116.305103573945,-120.623290204441
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,1.6,1,-22.5960583451832,-25.2066441201846,-23.5417109863878,-4.11262293139974,-6.72709902238058,-5.05837607321531,-110.3473469921,-112.960539644823,-111.29295511812,-110.347329861607,-112.960522513399,-111.292937987529
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,1.6,1.5,-21.2954158015553,-24.3783308891944,-22.1494419729494,-3.12311607544998,-6.01055673570208,-4.01600290540177,-109.325104292954,-112.232435622491,-110.213516418506,-109.325087317899,-112.232418549598,-110.213499462321
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,1.6,2,-17.1872555654846,-24.1366601307575,-20.6896941309321,-4.77957501852998,-6.57924709670695,-4.65401323664715,-110.123044536851,-112.710991299195,-110.593626106315,-110.12303122544,-112.710974636966,-110.593610296696
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,1.6,2.5,-13.4278740910122,-22.6156013335381,-16.9768366134455,-6.69666801962945,-7.07101257869659,-5.5990395505909,-110.613016072361,-112.940474812355,-110.733458323201,-110.613008096063,-112.940459301463,-110.733445853583
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,1.6,3,-12.712966726884,-21.0391542459505,-15.3360628490785,-8.63488662783822,-7.51628606709416,-6.74152647015046,-111.624818861768,-113.064616437423,-111.204821640076,-111.624813921507,-113.064602286774,-111.204811732037
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,1.6,3.5,-13.3899270547494,-20.2097168016086,-14.7551805135306,-10.7007586774954,-7.92787686146527,-8.03210126363502,-113.132287712733,-113.246575371669,-111.947715047411,-113.132284472141,-113.246562164957,-111.947707094024
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,1.6,4,-14.7969591099609,-19.7643689535572,-14.8295241328627,-12.9558935091966,-8.31182633613337,-9.44346267919831,-115.022916795186,-113.461920601723,-112.91591554581,-115.02291463354,-113.461908073732,-112.915909093665
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,1.6,4.5,-16.6874443641041,-19.5384103052309,-15.3522070110785,-15.3894353593248,-8.67163785487738,-10.9577312099567,-117.217265516935,-113.694932611923,-114.072665156562,-117.217264077909,-113.69492058688,-114.07265986998
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,1.6,5,-18.9472944763324,-19.4459378034666,-16.202027851329,-17.9784889147942,-9.00979731281917,-12.5616597430526,-119.66589482974,-113.93569762198,-115.388573724536,-119.665893867768,-113.935685979221,-115.388569353783
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,2.1,1,-23.7517425280203,-26.8963937109208,-24.7144664150591,-5.29493833341333,-8.43973562137204,-6.25768485454637,-111.525385399948,-114.670144435133,-112.488125789162,-111.525368266193,-114.670127301349,-112.488108655402
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,2.1,1.5,-21.6599417755126,-25.2306939169703,-22.5666379656222,-4.07994734416477,-6.97914590649816,-4.94385775181376,-110.212812822629,-113.187511953357,-111.081686913674,-110.212796123942,-113.187494918319,-111.081670192937
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,2.1,2,-16.29450634041,-24.3806220089223,-19.992562888664,-4.69401198433906,-7.17771867727206,-4.9510520415143,-109.872428498833,-113.265808879364,-110.744883437916,-109.872415800558,-113.265792378455,-110.74486821132
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,2.1,2.5,-11.7301823085562,-22.234725629065,-14.9833141329228,-5.57017913951825,-7.34320535477858,-5.27313836804971,-109.298927406315,-113.114125926575,-110.021577204909,-109.298920001809,-113.114110797146,-110.021566169901
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,2.1,3,-10.28034168694,-19.4138996576749,-12.6811144162463,-6.60384947533214,-7.51409710414654,-5.81638187054745,-109.432330349515,-112.754172696037,-109.771465292946,-109.432325815053,-112.754159752303,-109.771457119052
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,2.1,3.5,-10.1581049846982,-17.8801058793789,-11.6116607040857,-7.84492844385611,-7.6984224271878,-6.53692383605425,-110.107948114798,-112.560893769279,-109.892372655306,-110.107945237056,-112.560882301036,-109.89236647721
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,2.1,4,-10.7836218960137,-16.9639667944331,-11.2664465184053,-9.30422257392157,-7.89471303433311,-7.40820554425481,-111.195661545499,-112.480496133741,-110.308201081032,-111.195659699496,-112.480485706714,-110.308196329591
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,2.1,4.5,-11.9213717114119,-16.3957617985501,-11.4033808767543,-10.9668349863673,-8.09923775860344,-8.41109520641216,-112.614237488292,-112.476829821361,-110.962303578843,-112.614236296676,-112.476820156247,-110.962299870641
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,2.1,5,-13.438995297501,-16.0419192857029,-11.8865589385652,-12.8163108782039,-8.30831383674911,-9.5304579780748,-114.305405210491,-112.525615649861,-111.81213191727,-114.305404434223,-112.525606559072,-111.812128987234
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,2.6,1,-25.3276761189273,-29.5809778060859,-26.4335802557922,-7.36751799917245,-11.1245440594219,-8.34045995500112,-113.54373695385,-117.354920317163,-114.531461720451,-113.543720062026,-117.354903183354,-114.531444762724
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,2.6,1.5,-22.6781662987591,-27.1712002447314,-23.7143804767654,-5.96005483485788,-9.2784669599176,-6.87495937666631,-111.988012776951,-115.447111714578,-112.918237891599,-111.987996539909,-115.447094856475,-112.918221587413
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,2.6,2,-15.4872965949016,-25.7521834876446,-18.7263324181816,-5.57904092674182,-8.94226729802475,-6.15965456982696,-110.375998082583,-114.981836622674,-111.53141342537,-110.375986863319,-114.981820334753,-111.531399951519
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,2.6,2.5,-11.0108474609757,-22.5830079881618,-13.7263655988126,-5.60842381354963,-8.68326983743969,-5.85508952138196,-109.079764157616,-114.294756367698,-110.112270951281,-109.079757603352,-114.294741908566,-110.112261717751
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,2.6,3,-9.14804304236211,-18.7800221417871,-11.2225302063606,-5.91908669135611,-8.50378356645775,-5.83417589443185,-108.56758959254,-113.388627173416,-109.300596793509,-108.567585595898,-113.388615618998,-109.300590255268
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,2.6,3.5,-8.49092474718259,-16.7014295402436,-9.89046868888532,-6.49033592860287,-8.39479847526906,-6.03501171439955,-108.616269580907,-112.775203745912,-108.933844246235,-108.616267087301,-112.775194069859,-108.933839496949
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,2.6,4,-8.5580600982716,-15.4094947811581,-9.25684172079535,-7.300852044477,-8.34366880322236,-6.42030516605073,-109.089804865209,-112.361044118223,-108.906468260322,-109.089803294015,-112.361035728112,-108.906464740318
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,2.6,4.5,-9.12604550690713,-14.5564679870735,-9.09256187421852,-8.32814001578124,-8.33825201532631,-6.96400010362524,-109.900995864398,-112.086140666165,-109.146359414586,-109.900994866185,-112.086133196516,-109.146356763003
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,2.6,5,-10.063490350598,-13.9758469917868,-9.26777678471539,-9.55262188632047,-8.36823641222302,-7.64619139564687,-110.987357892155,-111.910751093558,-109.602287345914,-110.987357252778,-111.910744306481,-109.602285321672
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,3.1,1,-26.8344528523035,-32.5542422991184,-28.1139391222543,-10.3169528354191,-14.0978091199643,-11.4116288959326,-116.319158363745,-120.328185253237,-117.437576976723,-116.319142239297,-120.328168119427,-117.437560748479
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,3.1,1.5,-21.4291063897548,-29.6130617936034,-24.4092181895584,-8.08128921972438,-12.4383411041356,-9.13818577247156,-113.597436907615,-118.522997606881,-114.96723269105,-113.597422843847,-118.522981120754,-114.967217314324
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,3.1,2,-13.9053254720838,-27.7477902705,-16.3855007844608,-6.91841797243039,-11.482629260687,-7.78227391521785,-110.91147205258,-117.451693884854,-112.244171086375,-110.911463746743,-117.451677904815,-112.244161114266
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,3.1,2.5,-10.3920945682649,-22.285390031734,-12.5272655193166,-6.29808942679605,-10.7587145962798,-6.94047972041156,-109.289407046074,-115.92189921034,-110.475827083364,-109.289402013193,-115.92188657199,-110.475820319827
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,3.1,3,-8.56432262955511,-18.3973713046454,-10.286843602774,-6.04926975327297,-10.2033556990576,-6.44651425792261,-108.399227867543,-114.552339390443,-109.339430419458,-108.399224740629,-114.55232982787,-109.339425688209
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,3.1,3.5,-7.67438268600463,-16.1513644056747,-8.94223515364837,-6.10038695939669,-9.77917664534774,-6.21562558720211,-108.034867694077,-113.577363215213,-108.655541449532,-108.034865728908,-113.577355575939,-108.655538063687
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,3.1,4,-7.40026538891791,-14.6852402703324,-8.17561098430495,-6.40699709073815,-9.45862575993865,-6.19726956249953,-108.072507223892,-112.868114943283,-108.313346169865,-108.072505981742,-112.868108589802,-108.313343703745
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,3.1,4.5,-7.56839163738249,-13.6676751742714,-7.81620097278235,-6.93774507123174,-9.22029511207568,-6.35754998936952,-108.430404152713,-112.345773811986,-108.239374492957,-108.430403363535,-112.345768362318,-108.239372671099
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,3.1,5,-8.07115538058734,-12.9362122012247,-7.76094282655799,-7.66876319719482,-9.04739255410122,-6.67176230716738,-109.050684172307,-111.959254088447,-108.382360425376,-109.050683668631,-111.95924929939,-108.38235906358
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,3.6,1,-22.9048248738898,-35.3520720664861,-26.0395501363598,-12.7940492918523,-18.0918589412482,-14.0677512892464,-117.639894144344,-124.186841967537,-119.322884049279,-117.639882739267,-124.186825435869,-119.322871045323
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,3.6,1.5,-16.3302046513816,-32.1145882589769,-18.4574955918692,-9.99936682654535,-15.8829993798433,-11.2280033935065,-113.784119886767,-121.847591054448,-115.295412166794,-113.784112292917,-121.847575093857,-115.295403602685
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,3.6,2,-12.2956082605779,-26.9451560773668,-14.2071547576856,-8.3107175399719,-14.3544443927805,-9.41046513651988,-111.259925979867,-119.7311136122,-112.665260236312,-111.259921076485,-119.73110011874,-112.665254378783
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,3.6,2.5,-9.7884031214322,-21.1218426763904,-11.4923975591174,-7.23832492852688,-13.2013787794016,-8.17435304743121,-109.603263415627,-117.472755486244,-110.859114815732,-109.60326024578,-117.472746202126,-110.85911071141
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,3.6,3,-8.23176341206625,-17.9822574057783,-9.67918618252952,-6.58547754014558,-12.3004105189424,-7.32790389642121,-108.552766104907,-115.868417863457,-109.607358919171,-108.552764050007,-115.868410992545,-109.607355993327
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,3.6,3.5,-7.31776347522268,-15.9517561372665,-8.46395892563475,-6.25378202014129,-11.5848546207113,-6.7703757817316,-107.952559647246,-114.68007772402,-108.759048971854,-107.952558316876,-114.68007236891,-108.759046858283
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,3.6,4,-6.87192731340272,-14.5257415390196,-7.67641303006863,-6.18484489110947,-11.0119005415813,-6.44159124354737,-107.704653196054,-113.775577423677,-108.2201510702,-107.704652336324,-113.77557308344,-108.220149526884
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,3.6,4.5,-6.78383721388798,-13.4761330168554,-7.21115684587256,-6.34038103428716,-10.5513775152391,-6.30196982552651,-107.742334716734,-113.074410361975,-107.92773677239,-107.742334161679,-113.074406734495,-107.927735635189
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,3.6,5,-6.97912114775474,-12.6803816942715,-6.99845968291276,-6.69301412209376,-10.1809162284897,-6.32348714021716,-108.017943443973,-112.524196568324,-107.837477527786,-108.01794308582,-112.524193460525,-107.837476683193
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,4.1,1,-18.2893797540805,-37.8192036033575,-20.2719035636447,-14.6635252073453,-21.9617181431967,-16.0924220905307,-117.471873667606,-127.875434265846,-119.116504558696,-117.471869192875,-127.875418525754,-119.116499424626
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,4.1,1.5,-14.2064041822448,-29.4859927335233,-15.95847928345,-11.5497596433226,-19.1243523726234,-12.9248625992645,-113.960064438592,-124.02941221479,-115.493092871372,-113.960061138274,-124.029400583051,-115.493089111524
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,4.1,2,-11.4241936201702,-23.5608113294922,-13.0474082624627,-9.55106658067338,-17.1558931345934,-10.8265981118737,-111.620337743282,-120.96471125889,-113.049343280399,-111.620335407282,-120.964703583663,-113.049340515109
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,4.1,2.5,-9.49096376801716,-20.1243842837,-10.9722483410792,-8.19327836135374,-15.66926433584,-9.33854279096184,-110.000985188404,-118.79764728948,-111.300132616727,-110.000983566802,-118.797641830725,-111.300130577437
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,4.1,3,-8.15689159342735,-17.8042828404066,-9.46310978280365,-7.26969353548369,-14.4969394859189,-8.25697020302963,-108.885033388733,-117.177357869214,-110.022193801232,-108.885032278987,-117.177353777814,-110.022192293647
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,4.1,3.5,-7.2709962031921,-16.1170762021101,-8.36674442999605,-6.67156573424201,-13.5493422353469,-7.47343338699841,-108.14916858445,-115.921819046048,-109.091673384418,-108.149167834304,-115.921815854568,-109.09167226704
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,4.1,4,-6.73535906966721,-14.8341521545956,-7.58663487294364,-6.3341932696779,-12.7715464224263,-6.92297408999778,-107.715515211341,-114.924882008858,-108.431526188191,-107.715514709199,-114.924879438656,-108.431525357739
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,4.1,4.5,-6.48209109975585,-13.829398953721,-7.05776737832145,-6.21559226493097,-12.1266606367285,-6.56319022483295,-107.530873263204,-114.119465787918,-107.990015112006,-107.530872929593,-114.119463662994,-107.990014492998
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,4.1,5,-6.46245232562425,-13.026114019968,-6.73423519024032,-6.28645497075111,-11.5883361373844,-6.36450361756595,-107.557060948322,-113.460591184783,-107.730456790598,-107.557060727994,-113.460589388876,-107.730456327791
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,4.6,1,-17.2460947966799,-30.8812535369868,-18.948406745278,-16.0276852100603,-25.1131515748792,-17.5591332334257,-117.798616781662,-128.71059651408,-119.409103112908,-117.798615258791,-128.710589546051,-119.409101377326
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,4.6,1.5,-13.7276177457543,-25.752859572777,-15.3389538243437,-12.7583231106824,-21.8834690663215,-14.2354562830912,-114.412522071268,-124.787749656717,-115.952762108572,-114.412520859036,-124.787744890812,-115.952760728923
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,4.6,2,-11.3324748183038,-22.4060812852304,-12.8538512453066,-10.5942695901675,-19.6367944150535,-11.988962783995,-112.138592262537,-122.094705450602,-113.593709334332,-112.138591338911,-122.094702012637,-113.593708252446
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,4.6,2.5,-9.61420748266232,-20.0026841166896,-11.026856369066,-9.06833553067199,-17.9337808625693,-10.3559534079712,-110.520040721736,-120.089892915051,-111.867987696849,-110.520040038568,-120.089890337074,-111.867986857344
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,4.6,3,-8.36677790962899,-18.1780743502452,-9.64600385150421,-7.97249160667515,-16.5805866122158,-9.12953489944505,-109.350452461795,-118.52574510207,-110.566987546215,-109.350451968262,-118.525743107734,-110.566986899823
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,4.6,3.5,-7.47503626414342,-16.741291949038,-8.594486346472,-7.19570216313061,-15.4738788031908,-8.19907258575744,-108.517300075996,-117.267563839245,-109.577584370945,-108.51729972632,-117.267562255337,-109.577583876001
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,4.6,4,-6.86632523672928,-15.5804579133958,-7.79979313881822,-6.67151209725036,-14.5514119972019,-7.49820719469859,-107.951425662053,-116.233771815495,-108.830745197396,-107.951425418171,-116.233770528704,-108.83074481987
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,4.6,4.5,-6.49091279738707,-14.6247817931824,-7.21320495847418,-6.3567704400238,-13.7723406299552,-6.98375587144657,-107.606635534066,-115.371170614522,-108.280776154156,-107.606635366133,-115.371169548181,-108.280775866919
0.05,0.3,0.7,10,5,0,4.3647,0.2241,4.3647,0,4.3647,0.2241,2.5129,2.2131,60,4.6,5,-6.31300063361725,-13.8268330658455,-6.80012698419156,-6.22160066369803,-13.1081369010046,-6.62581946367208,-107.450233148358,-114.643113449846,-107.895589033878,-107.450233033933,-114.643112550602,-107.895588815665
0.05,0.3,0.7,15,1,0,4.5138,0.0429,4.5138,0,4.5138,0.0429,2.5467,2.3241,40,0.1,1,-31.6471076018312,-33.197384114484,-32.4250812006919,-20.7669399659874,-22.3156878671816,-21.5426783333507,-122.19679698335,-123.745963197991,-122.973168429428,-122.196797952089,-123.745964166723,-122.973169398157
0.05,0.3,0.7,15,1,0,4.5138,0.0429,4.5138,0,4.5138,0.0429,2.5467,2.3241,40,0.1,1.5,-30.3659592027034,-33.4233890023727,-31.6916028117291,-19.4755154325326,-22.523970879369,-20.7948651659617,-120.90831770042,-123.959319519394,-122.229462095072,-120.908318669111,-123.959320488043,-122.229463063734
0.05,0.3,0.7,15,1,0,4.5138,0.0429,4.5138,0,4.5138,0.0429,2.5467,2.3241,40,0.1,2,-31.0029388753222,-34.0355823296827,-31.9808149277167,-20.0928980529062,-23.1215098537115,-21.0681923922193,-121.531311399212,-124.561061672919,-122.507342567833,-121.531312367811,-124.5610626415,-122.50734353642
0.05,0.3,0.7,15,1,0,4.5138,0.0429,4.5138,0,4.5138,0.0429,2.5467,2.3241,40,0.1,2.5,-33.0789201198839,-34.6865595190828,-32.8273763249857,-22.1552212827444,-23.7646175913991,-21.9047992459892,-123.599154089938,-125.206660494256,-123.347321419074,-123.599155054215,-125.206661462059,-123.347322386143
0.05,0.3,0.7,15,1,0,4.5138,0.0429,4.5138,0,4.5138,0.0429,2.5467,2.3241,40,0.1,3,-36.3626361099617,-35.2938466771588,-34.0191949692495,-25.433822626141,-24.3710858080807,-23.0954185391782,-126.883827080126,-125.813839336835,-124.539444238946,-126.883828032604,-125.813840303482,-124.539445203158
0.05,0.3,0.7,15,1,0,4.5138,0.0429,4.5138,0,4.5138,0.0429,2.5467,2.3241,40,0.1,3.5,-40.7109908497736,-35.848690987715,-35.4546800522164,-29.7698946433065,-24.9255589121486,-24.5295838073085,-131.232716483374,-126.368779088669,-125.975226571063,-131.232717411025,-126.36878005446,-125.975227532247
0.05,0.3,0.7,15,1,0,4.5138,0.0429,4.5138,0,4.5138,0.0429,2.5467,2.3241,40,0.1,4,-45.9553329536067,-36.3528278770859,-37.0683096320375,-34.9812841955231,-25.4294200084891,-26.141771071437,-136.471306523211,-126.872984917891,-127.589140844283,-136.471307397671,-126.87298588306,-127.589141802279
0.05,0.3,0.7,15,1,0,4.5138,0.0429,4.5138,0,4.5138,0.0429,2.5467,2.3241,40,0.1,4.5,-51.8233334822891,-36.8117272767526,-38.8178352772208,-40.7558281194221,-25.8881113172162,-27.8897294466574,-142.29822562653,-127.331935317887,-129.338933421381,-142.298226393653,-127.331936282593,-129.338934376044
0.05,0.3,0.7,15,1,0,4.5138,0.0429,4.5138,0,4.5138,0.0429,2.5467,2.3241,40,0.1,5,-57.8751204502008,-37.2313103033459,-40.6744211838173,-46.5776683807411,-26.307534683358,-29.7446204160027,-148.195213880635,-127.751556931639,-131.195763655341,-148.195214473967,-127.751557895994,-131.195764606535
0.05,0.3,0.7,15,1,0,4.5138,0.0429,4.5138,0,4.5138,0.0429,2.5467,2.3241,40,0.6,1,-15.6270850881873,-17.1605494447798,-16.3581046373329,-8.76682164888941,-10.3309634512362,-9.48849480823555,-109.068319221813,-110.617313210189,-109.7920137351,-109.06832019582,-110.617314184281,-109.792014709057
0.05,0.3,0.7,15,1,0,4.5138,0.0429,4.5138,0,4.5138,0.0429,2.5467,2.3241,40,0.6,1.5,-14.0977642461651,-16.9705062528233,-15.284539456135,-7.11394094877856,-9.94348639744176,-8.24881710818482,-107.460151157868,-110.299991383854,-108.612099787902,-107.460152131396,-110.299992357186,-108.612100761221
0.05,0.3,0.7,15,1,0,4.5138,0.0429,4.5138,0,4.5138,0.0429,2.5467,2.3241,40,0.6,2,-14.2887790315468,-17.2487252996185,-15.2124206385505,-7.09486102453207,-10.0536800848845,-7.99929043999147,-107.516511297404,-110.470938196725,-108.426831051972,-107.516512270139,-110.470939169443,-108.426832024634
0.05,0.3,0.7,15,1,0,4.5138,0.0429,4.5138,0,4.5138,0.0429,2.5467,2.3241,40,0.6,2.5,-15.363041599494,-17.6550559648061,-15.6459820763919,-8.33505429571972,-10.4118459011881,-8.42217538884998,-108.724390481471,-110.853474221263,-108.865804919431,-108.724391356852,-110.853475174618,-108.865805854833
0.05,0.3,0.7,15,1,0,4.5138,0.0429,4.5138,0,4.5138,0.0429,2.5467,2.3241,40,0.6,3,-16.7483174688278,-18.0062806715216,-16.212441890904,-10.25031391007,-10.8198879039761,-9.19184909584795,-110.49723269744,-111.25295013193,-109.587003447971,-110.497233385415,-111.252951053731,-109.587004308559
0.05,0.3,0.7,15,1,0,4.5138,0.0429,4.5138,0,4.5138,0.0429,2.5467,2.3241,40,0.6,3.5,-18.4783317266638,-18.3451201906192,-17.0298263522734,-12.415224481546,-11.2220702147567,-10.1764875174603,-112.5510507081,-111.643429581737,-110.535307907365,-112.55105120882,-111.643430475893,-110.53530869857
0.05,0.3,0.7,15,1,0,4.5138,0.0429,4.5138,0,4.5138,0.0429,2.5467,2.3241,40,0.6,4,-20.4903351732457,-18.6893923107464,-18.0357919283416,-14.6259176258516,-11.6080687040813,-11.3150781966533,-114.734388534246,-112.023422843293,-111.649861218681,-114.734388888657,-112.023423717096,-111.64986194603
0.05,0.3,0.7,15,1,0,4.5138,0.0429,4.5138,0,4.5138,0.0429,2.5467,2.3241,40,0.6,4.5,-22.7956512008943,-19.0274992823356,-19.1899002496084,-16.8637930476517,-11.9744434302474,-12.5693031958568,-117.046354733517,-112.387089080919,-112.89216375936,-117.046354993247,-112.387089939392,-112.892164428235
0.05,0.3,0.7,15,1,0,4.5138,0.0429,4.5138,0,4.5138,0.0429,2.5467,2.3241,40,0.6,5,-25.386792398648,-19.3540077370209,-20.4641657309876,-19.1783622539062,-12.3206264197317,-13.9136898151045,-119.521173588291,-112.732458971676,-114.236352973853,-119.521173788878,-112.732459818364,-114.236353589362
